,UV,NOCT,RH_MOD
6984,0,289.05,33.72220982
6985,0,288.95,33.37943693
6986,0,288.75,33.28467634
6987,0,288.35,33.99720171
6988,0,287.95,34.56706121
6989,0,287.55,35.14647266
6990,0,287.35,35.72019211
6991,0,287.3825,35.97680561
6992,0,289.468125,35.72928557
6993,0,295.315625,30.7442124
6994,0,300.765,26.98432547
6995,0,305.48625,23.80848263
6996,0,307.58,22.78950498
6997,0,308.71375,21.98705174
6998,0,308.82,21.47297307
6999,0,309.516875,21.13526535
7000,0,307.6625,21.48239628
7001,0,303.68875,22.26765645
7002,0,297.848125,24.88943371
7003,0,295.95,26.67661734
7004,0,294.25,28.72631786
7005,0,292.95,30.14262561
7006,0,291.65,31.62876227
7007,0,290.35,33.03724071
7008,0,289.45,34.39578966
7009,0,288.45,35.75359885
7010,0,287.55,37.22384918
7011,0,286.85,38.18109585
7012,0,286.05,39.4591344
7013,0,285.35,40.47386355
7014,0,285.95,39.42838936
7015,0,286.748125,38.40235992
7016,0,292.316875,35.57847013
7017,0,302.506875,28.87699294
7018,0,312.1675,23.62466566
7019,0,320.03875,19.89961545
7020,0,324.49125,17.86114591
7021,0,326.65875,16.44590188
7022,0,326.60625,15.59018632
7023,0,321.934375,16.32833431
7024,0,315.506875,17.48704583
7025,0,308.38375,18.86008802
7026,0,301.048125,21.50114012
7027,0,298.35,23.5005034
7028,0,295.95,25.48797243
7029,0,293.75,27.7355762
7030,0,291.45,30.40475082
7031,0,289.25,33.38892576
7032,0,288.35,34.76193662
7033,0,287.35,36.45925851
7034,0,286.45,38.13193955
7035,0,285.95,38.72846256
7036,0,285.35,39.44522361
7037,0,284.85,39.88009977
7038,0,285.55,39.09551144
7039,0,286.615,37.75837716
7040,0,292.316875,35.1911613
7041,0,302.94,28.09137845
7042,0,312.8675,22.89305998
7043,0,320.973125,19.17736388
7044,0,324.925625,17.55356527
7045,0,326.393125,16.58365417
7046,0,325.840625,15.95901532
7047,0,321.36875,16.69133982
7048,0,315.174375,17.76092888
7049,0,308.284375,19.03542413
7050,0,300.348125,22.22961456
7051,0,296.85,24.9877883
7052,0,293.75,27.91599998
7053,0,292.45,29.43090102
7054,0,291.15,31.17476427
7055,0,289.85,32.86650674
7056,0,289.05,33.81217943
7057,0,288.35,34.52396972
7058,0,287.55,35.35581055
7059,0,286.45,37.21056702
7060,0,285.35,39.16890963
7061,0,284.25,41.41202989
7062,0,284.95,40.39970801
7063,0,285.981875,39.0310302
7064,0,291.584375,36.07180635
7065,0,302.4075,28.61428621
7066,0,312.501875,23.1811327
7067,0,320.8075,19.20948593
7068,0,324.96,17.39634066
7069,0,326.660625,16.25523161
7070,0,326.275,15.48210893
7071,0,322.03625,16.08848454
7072,0,315.90875,17.07154265
7073,0,309.251875,18.17898207
7074,0,302.315,20.7419605
7075,0,299.75,22.6880953
7076,0,297.55,24.78964892
7077,0,294.65,27.53028643
7078,0,291.65,30.81008125
7079,0,288.75,34.37262851
7080,0,287.95,35.36731305
7081,0,287.25,36.45424692
7082,0,286.45,37.5091699
7083,0,285.75,38.64331767
7084,0,284.95,40.10640259
7085,0,284.25,41.31908171
7086,0,284.85,40.25823573
7087,0,285.581875,39.42244902
7088,0,290.985,36.5905969
7089,0,301.941875,28.61087513
7090,0,312.13625,23.00439533
7091,0,320.641875,18.94989877
7092,0,325.294375,16.91049089
7093,0,327.595,15.524089
